"","V1","V2","V3","V4","V5"
"3189","PR",72,69,"Humacao Municipio","H1"
"3190","PR",72,71,"Isabela Municipio","H1"
"3191","PR",72,73,"Jayuya Municipio","H1"
"3192","PR",72,75,"Juana Diaz Municipio","H1"
"3193","PR",72,77,"Juncos Municipio","H1"
"3194","PR",72,79,"Lajas Municipio","H1"
"3195","PR",72,81,"Lares Municipio","H1"
"3196","PR",72,83,"Las Marias Municipio","H1"
"3197","PR",72,85,"Las Piedras Municipio","H1"
"3198","PR",72,87,"Loiza Municipio","H1"
"3199","PR",72,89,"Luquillo Municipio","H1"
"3200","PR",72,91,"Manati Municipio","H1"
"3201","PR",72,93,"Maricao Municipio","H1"
"3202","PR",72,95,"Maunabo Municipio","H1"
"3203","PR",72,97,"Mayaguez Municipio","H1"
"3204","PR",72,99,"Moca Municipio","H1"
"3205","PR",72,101,"Morovis Municipio","H1"
"3206","PR",72,103,"Naguabo Municipio","H1"
"3207","PR",72,105,"Naranjito Municipio","H1"
"3208","PR",72,107,"Orocovis Municipio","H1"
"3209","PR",72,109,"Patillas Municipio","H1"
"3210","PR",72,111,"Penuelas Municipio","H1"
"3211","PR",72,113,"Ponce Municipio","H1"
"3212","PR",72,115,"Quebradillas Municipio","H1"
"3213","PR",72,117,"Rincon Municipio","H1"
"3214","PR",72,119,"Rio Grande Municipio","H1"
"3215","PR",72,121,"Sabana Grande Municipio","H1"
"3216","PR",72,123,"Salinas Municipio","H1"
"3217","PR",72,125,"San German Municipio","H1"
"3218","PR",72,127,"San Juan Municipio","H1"
"3219","PR",72,129,"San Lorenzo Municipio","H1"
"3220","PR",72,131,"San Sebastian Municipio","H1"
"3221","PR",72,133,"Santa Isabel Municipio","H1"
"3222","PR",72,135,"Toa Alta Municipio","H1"
"3223","PR",72,137,"Toa Baja Municipio","H1"
"3224","PR",72,139,"Trujillo Alto Municipio","H1"
"3225","PR",72,141,"Utuado Municipio","H1"
"3226","PR",72,143,"Vega Alta Municipio","H1"
"3227","PR",72,145,"Vega Baja Municipio","H1"
"3228","PR",72,147,"Vieques Municipio","H1"
"3229","PR",72,149,"Villalba Municipio","H1"
"3230","PR",72,151,"Yabucoa Municipio","H1"
"3231","PR",72,153,"Yauco Municipio","H1"
"3232","UM",74,300,"Midway Islands","H4"
"3233","VI",78,10,"St. Croix Island","H4"
"3234","VI",78,20,"St. John Island","H4"
"3235","VI",78,30,"St. Thomas Island","H4"
